"plotnumber","sourceyr","ecoregion","ecoregion_title","ecodistr","ecodistr_title","ecosite","ecosite_title","ecosite_soil_component","mean_tree_age_year","dominanttree","dominantshrub","dominantherb","dominantcryptogam","laivascular","laitotal","position","slope_position_title","aspect","aspect_cardinal","slope","slope_class_degrees_title","drainage","drainage_title","seepage","elevation_m","mr","soil_moisture_class_title","pm","parent_material_title","order_soil","soil_order_title","grgroup","soil_great_group_title","subgrp","soil_subgroup_title","cf_percent_120","particlesizeclassname_dom_0_30","depth_to_bedrock_cm","depth_to_water_table_cm","depth_to_root_restricting_cm","depth_of_organic_matter_cm","total_live_cover_percent","unknown_taxa_total_cover_percent","number_of_taxa_after_transform","calcareous_0_30"
60,"2001","BS","Boreal Shield","C2","Carswell Plain","BS5","Jack pine - white birch/feathermoss","Moderately dry sand","48.2500000000000000","PINUBAN","VACCVIT","LINNBOR","HYLOSPL","55.2300000000000000","64.7800000000000000",4,"Lower Slope",315,"W",4,"5.0 – 9.0 degrees",2,"Rapid",0,334,"3.0000000000000000","Moderately Fresh","3.0000000000000000","Morainal","5.0000000000000000","Brunisolic","9","Dystric			","ELU","Eluviated",34,"Sandy",,,,5,"65.5300000000000000","0.0000000000000000",19,"non-calcareous"
61,"2001","BS","Boreal Shield","C2","Carswell Plain","BS15","Trembling aspen - white birch/green alder","Moderately fresh loamy sand","55.0000000000000000","PINUBAN","VACCMYR","CORNCAN","PLEUSCH","107.4550000000000000","126.9550000000000000",7,"Level",999,"L",1,"0 – 0.5 degrees",1,"Very rapid",0,316,"2.0000000000000000","Moderately Dry","3.0000000000000000","Morainal","5.0000000000000000","Brunisolic","9","Dystric			","ELU","Eluviated",79,"Sandy",,,,5,"125.0100000000000000","4.7500000000000000",28,"non-calcareous"
63,"2001","BS","Boreal Shield","C2","Carswell Plain","BS6","Jack pine - trembling aspen/green alder","Moderately fresh loamy sand","42.8333320600000000","POPUTRE","VACCMYR","LYCOCOM","PLEUSCH","113.2800000000000000","118.7800000000000000",2,"Upper Slope",278,"W",5,"9.0 – 15.0 degrees",1,"Very rapid",0,319,"1.0000000000000000","Dry","1.0000000000000000","Fluvial","5.0000000000000000","Brunisolic","9","Dystric			","ELU","Eluviated",79,"Sandy",,,,8,"121.7800000000000000","0.0000000000000000",31,"non-calcareous"
64,"2001","BS","Boreal Shield","C2","Carswell Plain","BS22","Leatherleaf shrubby poor fen","Very wet fibric organic",,,"ANDRPOL","CAREAQU","SPHASPP","52.8000000000000000","53.2000000000000000",7,"Level",999,"L",1,"0 – 0.5 degrees",7,"Very poor",0,328,"11.0000000000000000","Very Wet","7.0000000000000000","Organic","1.0000000000000000","Organic","1","Fibrisol","MES","Mesic",0,"Organic Fibric",,13,,160,"76.0000000000000000","6.5000000000000000",13,"non-calcareous"
65,"2001","BS","Boreal Shield","C2","Carswell Plain","BS22","Leatherleaf shrubby poor fen","Very wet fibric organic","85.2500000000000000","LARILAR","POTEFRU","GRAMSPP","BRYOSPP","204.4550000000000000","242.0550000000000000",7,"Level",999,"L",1,"0 – 0.5 degrees",7,"Very poor",0,319,"10.0000000000000000","Wet","7.0000000000000000","Organic","1.0000000000000000","Organic","3","Humisol","TER","Terric",2,"Organic Fibric",,27,,115,"163.6000000000000000","31.2500000000000000",19,"non-calcareous"
66,"2001","BS","Boreal Shield","C2","Carswell Plain","BS22","Leatherleaf shrubby poor fen","Very wet fibric organic",,"LARILAR","CHAMCAL","GRAMSP1","BRYOSP1","127.4000000000000000","127.6000000000000000",7,"Level",999,"L",1,"0 – 0.5 degrees",7,"Very poor",0,315,"9.0000000000000000","Moderately Wet","7.0000000000000000","Organic","1.0000000000000000","Organic","3","Humisol","TER","Terric",0,"Organic Fibric",,36,,87,"53.7500000000000000","37.5000000000000000",17,"non-calcareous"
67,"2001","BS","Boreal Shield","C2","Carswell Plain","BS6","Jack pine - trembling aspen/green alder","Moderately fresh loamy sand","57.1666679400000000","PICEMAR","ALNUCRI","CORNCAN","HYLOSPL","217.2900000000000000","227.6900000000000000",7,"Level",999,"L",1,"0 – 0.5 degrees",1,"Very rapid",0,325,"3.0000000000000000","Moderately Fresh","3.0000000000000000","Morainal","4.0000000000000000","Luvisolic","7","Gray						","ORT","Orthic",88,"Sandy",,,,7,"225.7800000000000000","0.0050000000000000",30,"non-calcareous"
68,"2001","BS","Boreal Shield","C2","Carswell Plain","BS6","Jack pine - trembling aspen/green alder","Moderately fresh loamy sand","52.0000000000000000","POPUTRE","ALNUCRI","CORNCAN","HYLOSPL","87.1400000000000000","99.0900000000000000",3,"Mid Slope",22,"N",6,"15.0 – 30.0 degrees",2,"Rapid",0,317,"2.0000000000000000","Moderately Dry","3.0000000000000000","Morainal","5.0000000000000000","Brunisolic","9","Dystric			","ELU","Eluviated",50,"Sandy",,,,6,"91.2800000000000000","0.2500000000000000",24,"non-calcareous"
69,"2001","BS","Boreal Shield","C2","Carswell Plain","BS15","Trembling aspen - white birch/green alder","Moderately fresh loamy sand","77.2500000000000000","POPUTRE","ALNUCRI","LYCOANN","HYLOSPL","110.4150000000000000","133.1150000000000000",4,"Lower Slope",228,"W",3,"2.0 – 5.0 degrees",1,"Very rapid",0,327,"2.0000000000000000","Moderately Dry","3.0000000000000000","Morainal","5.0000000000000000","Brunisolic","9","Dystric			","ELU","Eluviated",69,"Sandy",,,49,9,"131.9100000000000000","0.5000000000000000",18,"non-calcareous"
70,"2001","BS","Boreal Shield","C2","Carswell Plain","BS23","Willow shrubby rich fen","Wet fibric organic",,,"BETUPUM","CARESPP","BRYOSPP","149.3600000000000000","178.1100000000000000",7,"Level",999,"L",1,"0 – 0.5 degrees",7,"Very poor",0,320,"11.0000000000000000","Very Wet","7.0000000000000000","Organic","1.0000000000000000","Organic","1","Fibrisol","TYP","Typic",0,"Organic Fibric",,0,,160,"23.8200000000000000","65.5000000000000000",9,"non-calcareous"
71,"2001","BS","Boreal Shield","C2","Carswell Plain","BS18","Labrador tea shrubby bog","Moderately wet mesic organic",,"PICEMAR","CHAMCAL","ERIOVAG","SPHASPP","75.2100000000000000","75.3100000000000000",7,"Level",999,"L",1,"0 – 0.5 degrees",7,"Very poor",0,349,"10.0000000000000000","Wet","7.0000000000000000","Organic","1.0000000000000000","Organic","3","Humisol","TYP","Typic",0,"Organic Fibric",,52,,160,"158.7600000000000000","0.0000000000000000",9,"non-calcareous"
72,"2001","BS","Boreal Shield","C3","McTaggart Plain","BS18","Labrador tea shrubby bog","Moderately wet mesic organic",,"PICEMAR","LEDUGRO","RUBUCHA","CLADMIT","46.5500000000000000","67.1500000000000000",7,"Level",999,"L",1,"0 – 0.5 degrees",7,"Very poor",0,474,"10.0000000000000000","Wet","7.0000000000000000","Organic","1.0000000000000000","Organic","1","Fibrisol","TYP","Typic",0,"Organic Fibric",,50,,160,"158.8000000000000000","0.0000000000000000",14,"non-calcareous"
73,"2001","BS","Boreal Shield","C3","McTaggart Plain","BS3","Jack pine/blueberry/lichen","Moderately fresh sand","52.5000000000000000","PINUBAN","VACCMYR",,"CLADMIT","83.9000000000000000","135.5550000000000000",4,"Lower Slope",310,"W",4,"5.0 – 9.0 degrees",1,"Very rapid",0,494,"3.0000000000000000","Moderately Fresh","3.0000000000000000","Morainal","5.0000000000000000","Brunisolic","9","Dystric			","ELU","Eluviated",71,"Sandy",,,,5,"137.0100000000000000","0.0000000000000000",6,"non-calcareous"
74,"2001","BS","Boreal Shield","C2","Carswell Plain","BS3","Jack pine/blueberry/lichen","Moderately fresh sand","51.0000000000000000","PINUBAN","VACCMYR",,"CLADMIT","33.7500000000000000","96.5500000000000000",7,"Level",999,"L",1,"0 – 0.5 degrees",2,"Rapid",0,483,"3.0000000000000000","Moderately Fresh","1.0000000000000000","Fluvial","5.0000000000000000","Brunisolic","9","Dystric			","ELU","Eluviated",0,"Sandy",,,,2,"100.5000000000000000","0.0000000000000000",5,"non-calcareous"
75,"2001","BS","Boreal Shield","C3","McTaggart Plain","BS9","Black spruce - jack pine/feathermoss","Moderately fresh sandy loam","50.7500000000000000","PICEMAR","VACCVIT",,"PLEUSCH","50.2500000000000000","141.8500000000000000",3,"Mid Slope",291,"W",5,"9.0 – 15.0 degrees",4,"Moderately well",0,521,"5.0000000000000000","Very Fresh","4.0000000000000000","Lacustrine","5.0000000000000000","Brunisolic","9","Dystric			","ELU","Eluviated",28,"Loamy",,,,7,"143.7500000000000000","0.0000000000000000",14,"non-calcareous"
76,"2001","BS","Boreal Shield","C3","McTaggart Plain","BS4","Jack pine - black spruce/feathermoss","Moderately dry sand","58.5000000000000000","PINUBAN","VACCVIT",,"PLEUSCH","50.1000000000000000","157.0000000000000000",5,"Toe Slope",102,"E",5,"9.0 – 15.0 degrees",4,"Moderately well",0,522,"5.0000000000000000","Very Fresh","4.0000000000000000","Lacustrine","5.0000000000000000","Brunisolic","9","Dystric			","ELU","Eluviated",22,"Loamy",,,,4,"128.5000000000000000","0.0000000000000000",12,"non-calcareous"
77,"2001","BS","Boreal Shield","C3","McTaggart Plain","BS17","Black spruce treed bog","Very moist mesic organic","115.0000000000000000","PICEMAR","LEDUGRO","RUBUCHA","CLADMIT","76.4050000000000000","88.4550000000000000",7,"Level",999,"L",1,"0 – 0.5 degrees",7,"Very poor",0,507,"10.0000000000000000","Wet","7.0000000000000000","Organic","1.0000000000000000","Organic","2","Mesisol","FIB","Fibric",0,"Organic Fibric",,65,,160,"112.9400000000000000","0.0000000000000000",13,"non-calcareous"
78,"2001","BS","Boreal Shield","C3","McTaggart Plain","BS9","Black spruce - jack pine/feathermoss","Moderately fresh sandy loam","45.2500000000000000","PICEMAR","VACCVIT",,"PLEUSCH","41.4100000000000000","89.8100000000000000",7,"Level",999,"L",1,"0 – 0.5 degrees",5,"Imperfect",0,518,"7.0000000000000000","Moist","4.0000000000000000","Lacustrine","5.0000000000000000","Brunisolic","9","Dystric			","GEL","Gleyed Eluviated",0,"Loamy",,,,8,"91.7400000000000000","0.0000000000000000",15,"non-calcareous"
79,"2001","BS","Boreal Shield","C3","McTaggart Plain","BS21","Tamarack treed fen","Wet fibric organic","86.0000000000000000","LARILAR","SALISPP","POTEPAL","PLEUSCH","97.1050000000000000","98.9050000000000000",7,"Level",999,"L",1,"0 – 0.5 degrees",7,"Very poor",0,509,"10.0000000000000000","Wet","7.0000000000000000","Organic","1.0000000000000000","Organic","1","Fibrisol","TER","Terric",2,"Organic Fibric",,25,,102,"112.4600000000000000","17.0000000000000000",20,"non-calcareous"
80,"2001","BS","Boreal Shield","C3","McTaggart Plain","BS3","Jack pine/blueberry/lichen","Moderately fresh sand","63.7500000000000000","PINUBAN","VACCMYR","LYCOCOM","CLADMIT","101.8500000000000000","143.6500000000000000",5,"Toe Slope",309,"W",2,"0.5 – 2.0 degrees",5,"Imperfect",0,514,"7.0000000000000000","Moist","1.0000000000000000","Fluvial","5.0000000000000000","Brunisolic","9","Dystric			","GEL","Gleyed Eluviated",73,"Loamy",,,,8,"149.2500000000000000","0.0000000000000000",19,"non-calcareous"
82,"2001","BS","Boreal Shield","C3","McTaggart Plain","BS3","Jack pine/blueberry/lichen","Moderately fresh sand","102.5000000000000000","PINUBAN","VACCMYR",,"CLADMIT","80.0000000000000000","155.4550000000000000",3,"Mid Slope",310,"W",2,"0.5 – 2.0 degrees",3,"Well",0,496,"4.0000000000000000","Fresh","6.0000000000000000","Eolian","5.0000000000000000","Brunisolic","9","Dystric			","ELU","Eluviated",0,"Sandy",,,,2,"156.7600000000000000","0.0000000000000000",5,"non-calcareous"
83,"2001","BS","Boreal Shield","C3","McTaggart Plain","BS3","Jack pine/blueberry/lichen","Moderately fresh sand","74.0000000000000000","PINUBAN","HUDSTOM",,"CLADMIT","10.3550000000000000","98.2550000000000000",7,"Level",999,"L",1,"0 – 0.5 degrees",2,"Rapid",0,517,"2.0000000000000000","Moderately Dry","1.0000000000000000","Fluvial","5.0000000000000000","Brunisolic","9","Dystric			","ELU","Eluviated",9,"Sandy",,,,2,"99.5100000000000000","0.0000000000000000",7,"non-calcareous"
84,"2001","BS","Boreal Shield","C3","McTaggart Plain","BS4","Jack pine - black spruce/feathermoss","Moderately dry sand","48.5000000000000000","PINUBAN","VACCMYR","LINNBOR","CLADMIT","71.5000000000000000","73.4000000000000000",4,"Lower Slope",310,"W",2,"0.5 – 2.0 degrees",2,"Rapid",0,515,"4.0000000000000000","Fresh","1.0000000000000000","Fluvial","5.0000000000000000","Brunisolic","9","Dystric			","ELU","Eluviated",5,"Sandy",,,,2,"71.7500000000000000","0.0000000000000000",13,"non-calcareous"
85,"2001","BS","Boreal Shield","C3","McTaggart Plain","BS18","Labrador tea shrubby bog","Moderately wet mesic organic",,,"CHAMCAL","ERIOVAG","SPHASP1","55.1550000000000000","55.3550000000000000",7,"Level",999,"L",1,"0 – 0.5 degrees",7,"Very poor",0,496,"11.0000000000000000","Very Wet","7.0000000000000000","Organic","1.0000000000000000","Organic","1","Fibrisol","TYP","Typic",0,"Organic Fibric",,10,,160,"144.5100000000000000","0.0000000000000000",8,"non-calcareous"
86,"2001","BS","Boreal Shield","C3","McTaggart Plain","BS4","Jack pine - black spruce/feathermoss","Moderately dry sand","90.5000000000000000","PINUBAN","VACCMYR",,"CLADMIT","47.5600000000000000","50.5600000000000000",7,"Level",999,"L",1,"0 – 0.5 degrees",2,"Rapid",0,516,"3.0000000000000000","Moderately Fresh","1.0000000000000000","Fluvial","5.0000000000000000","Brunisolic","9","Dystric			","ELU","Eluviated",34,"Loamy",,,,3,"55.0100000000000000","0.0000000000000000",8,"non-calcareous"
87,"2001","BS","Boreal Shield","C3","McTaggart Plain","BS24","Graminoid fen","Very wet humic organic",,,"SALISPP","CARELIV","BRYOSP1","54.8000000000000000","55.0000000000000000",7,"Level",999,"L",1,"0 – 0.5 degrees",7,"Very poor",0,512,"11.0000000000000000","Very Wet","7.0000000000000000","Organic","1.0000000000000000","Organic","1","Fibrisol","HYD","Hydric",0,"Organic Fibric",,0,,43,"75.5000000000000000","10.0000000000000000",15,"non-calcareous"
88,"2001","BS","Boreal Shield","C3","McTaggart Plain","BS4","Jack pine - black spruce/feathermoss","Moderately dry sand","161.0000000000000000","PINUBAN","ALNUCRI","ORYZPUN","CLADMIT","44.0600000000000000","51.1100000000000000",7,"Level",999,"L",1,"0 – 0.5 degrees",4,"Moderately well",0,517,"5.0000000000000000","Very Fresh","1.0000000000000000","Fluvial","5.0000000000000000","Brunisolic","9","Dystric			","ELU","Eluviated",12,"Sandy",,,,2,"55.5100000000000000","0.2500000000000000",14,"non-calcareous"
89,"2001","BS","Boreal Shield","C3","McTaggart Plain","BS4","Jack pine - black spruce/feathermoss","Moderately dry sand","83.5000000000000000","PINUBAN","ALNUCRI","MAIACAN","PLEUSCH","112.7000000000000000","115.9000000000000000",4,"Lower Slope",134,"E",2,"0.5 – 2.0 degrees",4,"Moderately well",0,539,"5.0000000000000000","Very Fresh","3.0000000000000000","Morainal","5.0000000000000000","Brunisolic","9","Dystric			","ELU","Eluviated",58,"Loamy",,,,4,"120.0000000000000000","0.0000000000000000",11,"non-calcareous"
90,"2001","BS","Boreal Shield","C3","McTaggart Plain","BS4","Jack pine - black spruce/feathermoss","Moderately dry sand","129.5000000000000000","PINUBAN","ARCTUVA",,"CLADMIT","50.0600000000000000","60.5600000000000000",2,"Upper Slope",254,"W",5,"9.0 – 15.0 degrees",1,"Very rapid",0,543,"2.0000000000000000","Moderately Dry","3.0000000000000000","Morainal","5.0000000000000000","Brunisolic","9","Dystric			","ELU","Eluviated",88,"Loamy",,,,2,"58.2600000000000000","0.0000000000000000",9,"non-calcareous"
91,"2001","BS","Boreal Shield","C3","McTaggart Plain","BS19","Graminoid bog","Very wet humic organic",,,"CHAMCAL","CARELIM","SPHASP1","20.3100000000000000","20.5100000000000000",7,"Level",999,"L",1,"0 – 0.5 degrees",7,"Very poor",0,527,"8.0000000000000000","Very Moist","4.0000000000000000","Lacustrine","2.0000000000000000","Gleysolic","5","Gleysol","REG","Rego",38,"Loamy",,3,,17,"41.0100000000000000","0.2500000000000000",6,"non-calcareous"
92,"2001","BS","Boreal Shield","C3","McTaggart Plain","BS24","Graminoid fen","Very wet humic organic",,,,"CARESPP","SPHASP1","51.5100000000000000","51.6100000000000000",7,"Level",999,"L",1,"0 – 0.5 degrees",7,"Very poor",0,523,"8.0000000000000000","Very Moist","1.0000000000000000","Fluvial","2.0000000000000000","Gleysolic","5","Gleysol","FER","Fera",3,"Sandy",,25,,19,"5.0100000000000000","50.5000000000000000",4,"non-calcareous"
93,"1999 2000","TS","Taiga Shield","B1","Uranium City Upland","TS9","Black spruce treed bog","Moderately wet mesic organic","51.5000000000000000","PICEMAR","LEDUGRO","RUBUCHA","BRYOSPP","91.1750000000000000","117.0250000000000000",7,"Level",20,"N",1,"0 – 0.5 degrees",7,"Very poor",0,340,"9.0000000000000000","Moderately Wet","7.0000000000000000","Organic","7.0000000000000000","Cryosolic","17","Organic        ","MES","Mesic",0,"Organic Fibric",,,,160,"125.7500000000000000","7.7550000000000000",48,"non-calcareous"
94,"1999 2000","TS","Taiga Shield","B1","Uranium City Upland","TS7","White birch - black spruce/lingonberry","Moderately dry loamy sand","48.0000000000000000","PINUBAN","LEDUGRO","LINNBOR","PLEUSCH","184.0600000000000000","209.3600000000000000",1,"Crest",999,"L",1,"0 – 0.5 degrees",1,"Very rapid",0,370,"1.0000000000000000","Dry","3.0000000000000000","Morainal","5.0000000000000000","Brunisolic","9","Dystric			","ELU","Eluviated",3,"Sandy",21,,21,7,"170.2000000000000000","0.0000000000000000",29,"non-calcareous"
95,"1999 2000","TS","Taiga Shield","B1","Uranium City Upland","TS4","Black spruce/lingonberry/feathermoss","Moderately dry silty sand","101.0000000000000000","PICEMAR","ALNUCRI","GRAMSPP","PLEUSCH","166.5000000000000000","293.2000000000000000",3,"Mid Slope",360,"N",7,"> 30.0 degrees",1,"Very rapid",1,350,"1.0000000000000000","Dry","3.0000000000000000","Morainal","5.0000000000000000","Brunisolic","9","Dystric			","ELU","Eluviated",10,"Loamy",19,,19,6,"272.3700000000000000","0.2500000000000000",25,"non-calcareous"
96,"2001","BP","Boreal Plain","E1","Firebag Hills","BP26","Graminoid fen","Wet humic organic",,,"KALMPOL","CALACAN","BRYOSP1","65.5500000000000000","65.6500000000000000",7,"Level",999,"L",1,"0 – 0.5 degrees",7,"Very poor",0,492,"8.0000000000000000","Very Moist","4.0000000000000000","Lacustrine","2.0000000000000000","Gleysolic","5","Gleysol","REG","Rego",14,"Loamy",,5,,17,"64.7500000000000000","2.0000000000000000",7,"non-calcareous"
97,"2001","BS","Boreal Shield","C3","McTaggart Plain","BS18","Labrador tea shrubby bog","Moderately wet mesic organic",,"PICEMAR","LEDUGRO","ERIOVAG","CLADMIT","46.7500000000000000","67.4500000000000000",7,"Level",999,"L",1,"0 – 0.5 degrees",7,"Very poor",0,506,"10.0000000000000000","Wet","7.0000000000000000","Organic","1.0000000000000000","Organic","1","Fibrisol","TYP","Typic",0,"Organic Fibric",,55,,160,"140.6000000000000000","0.2500000000000000",13,"non-calcareous"
98,"2001","BP","Boreal Plain","E1","Firebag Hills","BP3","Jack pine/feathermoss","Moderately fresh loamy sand","51.0000000000000000","PINUBAN","VACCMYR","LINNBOR","POLYSP1","80.2600000000000000","80.8600000000000000",5,"Toe Slope",311,"W",2,"0.5 – 2.0 degrees",4,"Moderately well",0,496,"5.0000000000000000","Very Fresh","1.0000000000000000","Fluvial","5.0000000000000000","Brunisolic","9","Dystric			","ELU","Eluviated",2,"Loamy",,,,5,"76.1900000000000000","0.2500000000000000",12,"non-calcareous"
99,"2001","BP","Boreal Plain","E1","Firebag Hills","BP3","Jack pine/feathermoss","Moderately fresh loamy sand","56.5000000000000000","PINUBAN","ALNUCRI","CORNCAN","BRYOSP1","110.7100000000000000","110.9100000000000000",5,"Toe Slope",70,"E",2,"0.5 – 2.0 degrees",3,"Well",0,525,"4.0000000000000000","Fresh","4.0000000000000000","Lacustrine","5.0000000000000000","Brunisolic","9","Dystric			","ELU","Eluviated",45,"Loamy",,,,7,"99.3900000000000000","0.0000000000000000",16,"non-calcareous"
100,"1999 2000","BS","Boreal Shield","C1","Athabasca Dunes","BS1","Sand heather - floccose tansy sand dune","Moderately fresh sand",,,"SALITYR","STELARE",,"15.8100000000000000","15.8100000000000000",3,"Mid Slope",70,"E",7,"> 30.0 degrees",2,"Rapid",0,297,"2.0000000000000000","Moderately Dry","6.0000000000000000","Eolian","6.0000000000000000","Regosolic","10","Regosol	","ORT","Orthic",0,"Sandy",,,,0,"13.0000000000000000","0.0000000000000000",9,"non-calcareous"
